 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1742591,202005,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,CTAF ZZZ,FBO,Cessna 150,,1,Part 91,VFR,Personal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Rudder,,X,Failed; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 200; Flight Crew Total 1060; Flight Crew Type 200,,Communication Breakdown; Other / Unknown; Situational Awareness; Troubleshooting,Party1 Flight Crew; Party2 Maintenance; Party2 Other,,1742591,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,General Flight Cancelled / Delayed; General Maintenance Action; General Release Refused / Aircraft Not Accepted,Human Factors; Aircraft,Aircraft,C150 pilot reported a rudder pedal jammed during taxi; resulting in a complete loss of rudder control.
1748976,202007,1201-1800,ZZZ.Tower,US,,7,2500,,,VMC,10,,,,,TRACON ZZZ; Tower ZZZ,FBO,Cessna 152,,1,Part 91,VFR,Personal,,Cruise,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Pilot Flying,,,,,,,1748976,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,C152 pilot reported landing safely after experiencing a rough engine later traced to a failed cylinder head.
1761224,202009,1201-1800,ZZZ.Airport,US,030,2,900,,,VMC,,,Daylight,,,,Personal,Cessna 152,,2,Part 91,,Training,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 110; Flight Crew Total 750; Flight Crew Type 710,,Troubleshooting,,,1761224,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C-152 Instructor reported an air return due to engine power loss on initial climb.
1762015,202009,1201-1800,ZZZ.Airport,US,,,,2500,,VMC,Haze / Smoke; 4,,,15000,,Tower ZZZ,FBO,Cessna 152,,1,Part 91,VFR,Training,,Landing,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 51; Flight Crew Total 113; Flight Crew Type 92,,,,,1762015,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C152 pilot reported engine failure on approach to airport.
1770432,202011,0001-0600,ZZZ.Airport,US,,,300,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 150,,2,Part 91,,Personal,,Takeoff / Launch,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 17; Flight Crew Total 170; Flight Crew Type 2,,,,,1770432,Aircraft X,Flight Deck,Personal,Pilot Not Flying,,Flight Crew Type 2200,,,,,1770456,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,Cessna 150 flight crew reported engine failure on takeoff; resulting in an emergency landing.
1773121,202011,0601-1200,ZZZ.Airport,US,20,7,,1700,,VMC,10,,Daylight,12000,,,Personal,Cessna 150,,,Part 91,VFR,Personal,,Cruise; Parked,Visual Approach,,N,N,Y,N,Unscheduled Maintenance,Installation; Testing; Inspection,,,,,,,,,,,,,,,,,,Fuselage Door Frame,,X,Improperly Operated; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 7.4; Flight Crew Total 100.9; Flight Crew Type 38.3,,Communication Breakdown; Training / Qualification,Party1 Flight Crew; Party2 Other,,1773121,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Flight Deck / Cabin / Aircraft Event Other / Unknown; Inflight Event / Encounter Other / Unknown,,Y,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Returned To Departure Airport; Flight Crew Took Evasive Action; General Flight Cancelled / Delayed; General Maintenance Action,Human Factors; Aircraft; Procedure,Aircraft,C150 pilot reported multiple issues with the passenger door opening in flight on a rental plane.
1775431,202011,1201-1800,ZZZ.TRACON,US,10,280,,3000,,VMC,,,Daylight,,,TRACON ZZZ,Personal,Cessna 150,,2,Part 91,,Training,,Other Training,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Intake Assembly,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 120; Flight Crew Total 950; Flight Crew Type 400,,,,,1775431,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Procedure; Human Factors,Aircraft,Flight Instructor reported loss of engine power during a training flight which caused a diversion and a precautionary emergency landing. Maintenance later found acorns in the induction system.
1777348,202012,1201-1800,ZZZ.Airport,US,,22,800,,,VMC,10,,Daylight,12000,12000,,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 15; Flight Crew Total 48; Flight Crew Type 48,,Human-Machine Interface,,,1777348,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed As Precaution; General Evacuated; General Flight Cancelled / Delayed; General Maintenance Action,Equipment / Tooling; Aircraft; Human Factors,Aircraft,C-152 Student pilot reported a forced landing due to an inflight fuel issue resulting in landing loss control and no personal injuries.
1783307,202101,0601-1200,ZZZ.Airport,US,135,6,,4500,,VMC,,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,,Part 91,VFR,Training,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Trainee; Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 15; Flight Crew Total 40,,Training / Qualification,,,1783307,Other FBO,,FBO,Pilot Not Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 100; Flight Crew Total 1900; Flight Crew Type 500,,,,,1783321,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C150 student pilot conducting a first solo flight and instructor on the ground reported the student experienced an engine failure and landed safely in a field.
1789247,202102,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,Tower ZZZ,FBO,Cessna 150,,2,Part 91,VFR,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 76; Flight Crew Total 887; Flight Crew Type 97,,,,,1789247,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,Taxi,General None Reported / Taken,Aircraft,Aircraft,C150 flight instructor reported during touch and go training with student; there was brake failure after landing.
1790658,202102,,ZZZ.Airport,US,,,0,,,VMC,,,,,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Nose Gear Wheel,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 12; Flight Crew Total 290; Flight Crew Type 5,,,,,1790658,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C-152 pilot reported a nose-wheel problem on landing roll-out.
1797243,202103,1201-1800,ZZZ1.TRACON,US,,5,,6500,,VMC,,,Daylight,,,TRACON ZZZ1; Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 55; Flight Crew Total 603; Flight Crew Type 400,,,,,1797243,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Inflight Shutdown,Aircraft,Aircraft,Cessna 150 Single Pilot reported an engine failure inflight.
1801016,202104,0601-1200,ZZZ.Airport,US,,2,,1000,,,Clear; calm; 10,,,12500,,,Personal,Cessna 150,,1,Part 91,VFR,Training,,Initial Climb,Other Introductory flight,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Student,Flight Crew Last 90 Days 0; Flight Crew Total 0.5; Flight Crew Type 0.5,,,,,1801016,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,Cessna 150 Student Pilot reported loss of engine power in climb led to an off airport landing.
1801468,202104,0001-0600,ZZZ.Airport,US,,,,2000,,VMC,,,Night,,,TRACON ZZZ,Personal,Cessna 150,,,Part 91,VFR,Personal,,Final Approach; Initial Approach; Cruise,Visual Approach; Direct,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 20; Flight Crew Total 140; Flight Crew Type 90,,Troubleshooting; Time Pressure; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1801468,,,,,,,,,,,,Aircraft Equipment Problem Critical; Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Landing Without Clearance,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Diverted; Flight Crew Overcame Equipment Problem,ATC Equipment / Nav Facility / Buildings; Aircraft,Aircraft,C150 pilot flying in the middle of the night had an Electrical Power failure and could not activate airport lighting. When the pilot flew to the nearest commercial airport which was open with lighting and approached to land they had to sidestep to a parallel runway due to an opposite direction departure.
1803439,202104,0601-1200,ZZZ.TRACON,US,,,300,,,VMC,10,,Daylight,12000,,,Personal,Cessna 150,,2,Part 91,,Training,,Initial Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 140; Flight Crew Total 450; Flight Crew Type 10,,,,,1803439,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Landed in Emergency Condition; Flight Crew Regained Aircraft Control; General Flight Cancelled / Delayed,Aircraft,Aircraft,Flight Instructor reported landing in a field after engine trouble precluded returning to departure airport.
1804934,202105,1201-1800,ZZZ.Airport,US,,,500,,,VMC,,,Daylight,,,Tower ZZZ,FBO,Cessna 150,,2,Part 91,,Training,,Takeoff / Launch,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 112; Flight Crew Total 635; Flight Crew Type 229,,,,,1804934,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,Cessna 150 flight instructor reported experiencing engine failure after takeoff.
1807758,202105,0601-1200,ZZZ.Airport,US,,1,,2000,,VMC,10,,Daylight,,,CTAF ZZZ,FBO,Cessna 152,,2,Part 91,,Training,,Initial Approach,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 50; Flight Crew Total 700; Flight Crew Type 500,,Situational Awareness,,,1807758,Aircraft X,Flight Deck,FBO,Trainee; Pilot Flying,Flight Crew Student,Flight Crew Total 60,,,,,1807809,Aircraft Equipment Problem Critical; Inflight Event / Encounter Other / Unknown,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Aircraft,C152 Instructor and student pilot reported a forced landing resulted when the engine failed to start following a simulated engine failure.
1817391,202106,0601-1200,ZZZ.Airport,US,,0,0,,,VMC,10,,Daylight,12000,,,Personal,Cessna 152,,1,Part 91,,Training,,Landing,Direct; Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder Pedal,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Other Exterior,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 19; Flight Crew Total 19; Flight Crew Type 19,,Training / Qualification,,,1817391,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,N,Person Flight Crew,Other Landing Roll Out,Flight Crew Took Evasive Action; General Flight Cancelled / Delayed,Procedure; Aircraft; Human Factors,Procedure,C152 Single Pilot reported losing pedal control causing a runway excursion.
1827152,202107,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Personal,Cessna 152,,1,Part 91,VFR,Personal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 2; Flight Crew Total 60; Flight Crew Type 60,,,,,1827152,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,N,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,C152 pilot reported failure of the normal braking system during taxi and elected to continue straight off the taxiway to avoid striking taxiway lights and was able to regain control of the aircraft and safely return to the ramp.
1830641,202108,1801-2400,ZZZ.Airport,US,220,10,,3000,,VMC,,,Night,,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,VFR,Personal,,Initial Approach,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 240; Flight Crew Total 570; Flight Crew Type 350,,,,,1830641,,,,Pilot Not Flying; Instructor,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 150; Flight Crew Total 1300; Flight Crew Type 25,,,,,1830665,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,Flight Crew reported engine roughness on approach to landing. They were able to continue to a precautionary landing.
1834328,202108,1201-1800,ZZZ.Airport,US,,,,1300,,,10,,Daylight,,,Tower ZZZ,FBO,Cessna 152,,1,Part 91,VFR,Training,,Cruise,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 90; Flight Crew Total 650; Flight Crew Type 3,,Distraction; Situational Awareness; Time Pressure; Workload,,,1834328,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C152 flight instructor reported an electrical malfunction and eventually lost all electrical power before safely landing.
1839380,202109,0601-1200,ZZZ.Airport,US,240,7,,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,,Training,,Cruise,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial,,,Situational Awareness; Training / Qualification; Human-Machine Interface,,,1839380,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,Instructor Pilot reported pitch trim wheel would only trim nose down; not up and required strong force to free it during flight.
1841904,202109,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,2,Part 91,,Training,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 72; Flight Crew Total 357; Flight Crew Type 70,,Troubleshooting,,,1841904,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,C150 instructor pilot reported an inoperative nose wheel steering led to a runway excursion at a non-towered airport with no damage or injuries.
1847319,202110,1201-1800,ZZZ.Airport,US,260,11,,2200,,VMC,,,Daylight,,,,Personal,Cessna 140,,2,Part 91,,Personal,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Carburetor Heat Control,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 75; Flight Crew Total 300; Flight Crew Type 180,,Troubleshooting; Time Pressure; Human-Machine Interface,,,1847319,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Human Factors,Aircraft,C140 pilot reported the engine lost power while applying full throttle for a climb and could not be restarted. Pilot conducted a safe off-airport landing. Post-flight; it was determined that carburetor ice was the likely cause of power loss.
1851855,202110,0601-1200,ZZZ.TRACON,US,,3,,1200,,,,,Daylight,,,TRACON ZZZ,,Cessna 152,,,Other 61,VFR,Training,,Landing,Visual Approach,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Total 115.8,,Communication Breakdown; Situational Awareness; Troubleshooting,Party1 Flight Crew; Party2 ATC,,1851855,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors,Aircraft,C152 pilot reported total loss of communications and elected to divert to a precautionary landing.
1852403,202111,1201-1800,ZZZ.Airport,US,,349,,7000,,VMC,10,,,CLR,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,IFR,Personal,,Cruise,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 72; Flight Crew Total 750; Flight Crew Type 600,,Troubleshooting; Communication Breakdown; Time Pressure; Workload,Party1 Flight Crew; Party2 ATC,,1852403,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,Cessna 150 single pilot reported an alternator failure during cruise causing multiple electrical issues. Pilot requested priority handling and executed a mechanical diversion to a safe landing.
1853202,202111,1201-1800,ZZZ.ARTCC,US,001,12,,6500,,VMC,VFR; 50,,Dusk,,,,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 120; Flight Crew Total 1050; Flight Crew Type 250,,Situational Awareness; Troubleshooting,,,1853202,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft; Weather,Aircraft,Pilot flying C-150 aircraft reported loss of engine power in cruise. The pilot applied carburetor heat but the engine eventually lost more power. Pilot diverted and made a precautionary landing.
