 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1838415,202106,1201-1800,ZZZ.Airport,US,025,9,,4500,,VMC,10,,Daylight,,,,,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Training; Other Aircraft transition trng,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Trailing Edge Flap,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Instructor,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 47; Flight Crew Total 746; Flight Crew Type 239,,Workload; Troubleshooting; Time Pressure; Distraction; Situational Awareness,,,1838415,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,C182 instructor pilot reported a trailing edge flap malfunction resulting in aircraft damage. Reporter found there have been other similar occurrences and suggested an Airworthiness Directive should be considered.
1838501,202109,0601-1200,ZZZ.Airport,US,0,0,0,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Landing,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Student; Other Solo,Flight Crew Last 90 Days 13.1; Flight Crew Total 22.8; Flight Crew Type 22.8,,Training / Qualification; Confusion; Situational Awareness,,,1838501,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Rejected Takeoff; General Maintenance Action,Human Factors; Aircraft; Procedure,Human Factors,Student pilot reported a runway excursion caused by improper procedures that resulted in aircraft damage.
1839353,202109,1201-1800,ZZZ1.ARTCC,US,170,,350,,,VMC,10,,Daylight,5000,,UNICOM ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,Visual Approach,Class G ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Improperly Operated,UNICOM ZZZ,Personal,Texan T6/Harvard (Antique),,2,Part 91,,Personal,,,,Class G ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 17; Flight Crew Total 126; Flight Crew Type 15,,Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1839353,Aircraft X,,Personal,Instructor,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 250; Flight Crew Total 680; Flight Crew Type 500,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1839394,Aircraft Equipment Problem Critical; Conflict NMAC; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 100; Vertical 50,N,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Took Evasive Action,Human Factors; Aircraft; Procedure,Procedure,Flight Crew reported evasive action to avoid another aircraft that was not communicating their intentions correctly while landing.
1839371,202109,0601-1200,ZZZ.TRACON,US,198,6,,1000,,VMC,,,Daylight,,,Tower ZZZ,,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 106; Flight Crew Total 938; Flight Crew Type 892,,Training / Qualification; Confusion; Situational Awareness,,,1839371,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Ground Strike - Aircraft,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft; Human Factors,Aircraft,Instructor Pilot reported their student suffered engine failure; resulting in an off airport landing.
1839380,202109,0601-1200,ZZZ.Airport,US,240,7,,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,,Training,,Cruise,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial,,,Situational Awareness; Training / Qualification; Human-Machine Interface,,,1839380,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,Instructor Pilot reported pitch trim wheel would only trim nose down; not up and required strong force to free it during flight.
1839397,202109,1201-1800,ZZZ.Airport,US,240,1,,1500,,VMC,10,,Daylight,0,,TRACON ZZZ,Corporate,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Takeoff / Launch,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 140; Flight Crew Total 2500; Flight Crew Type 1500,,,,,1839397,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed As Precaution; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft,Aircraft,Instructor Pilot reported an air turn back after engine roughness was experienced on take off. A precautionary landing was made successfully at the departure airport.
1839401,202109,0601-1200,ZZZ.ARTCC,US,131,16,,6500,,VMC,10,,Daylight,,,TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,,Part 91,VFR,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 8; Flight Crew Total 1000; Flight Crew Type 175,,,,,1839401,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed As Precaution; Flight Crew Requested ATC Assistance / Clarification; General Maintenance Action,Aircraft,Aircraft,Pilot reported engine power loss and elected to divert to a safe precautionary landing.
1840158,202109,0601-1200,ZZZ.Tower,US,,,15,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 100; Flight Crew Total 542; Flight Crew Type 435,,Training / Qualification; Human-Machine Interface,,,1840158,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Excursion Runway; Inflight Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Regained Aircraft Control; Flight Crew Took Evasive Action; Flight Crew Overcame Equipment Problem; General Maintenance Action,Procedure; Aircraft; Human Factors,Aircraft,Instructor Pilot reported loss of engine power resulted in a runway excursion after Student Pilot incorrectly applied control inputs; causing Instructor Pilot to assume control.
1840211,202109,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Personal,Skyhawk 172/Cutlass 172,,,Part 91,,Personal,,Taxi,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 140; Flight Crew Total 170; Flight Crew Type 170,,Troubleshooting; Confusion,,,1840211,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,N,Person Flight Crew,Taxi,Flight Crew Overcame Equipment Problem; Flight Crew Rejected Takeoff; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft,Aircraft,Pilot reported loss of normal brake system during taxi into position on runway; causing a runway excursion.
1840261,202109,1801-2400,ZZZ.Airport,US,150,35,,6000,,IMC,,,Night,500,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,IFR,Personal,,Descent,Vectors,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Attitude Indicator(Gyro/Horizon/ADI),,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 100; Flight Crew Total 1200; Flight Crew Type 500,,Confusion; Human-Machine Interface; Troubleshooting,,,1840261,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 162; Flight Crew Total 967; Flight Crew Type 162,,Confusion; Human-Machine Interface,,,1840290,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Diverted,Aircraft,Aircraft,C172 flight instructors reported during descent the flight attitude instruments gave conflicting information. The flight crew exited IMC conditions and performed a diversion in VMC conditions.
1840705,202109,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,12000,,CTAF ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Training,,Taxi,,Class G ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,Wheels/Tires/Brakes,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 820; Flight Crew Type 500,,Workload; Troubleshooting; Situational Awareness; Distraction; Confusion; Time Pressure,,,1840705,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,Taxi,Flight Crew Overcame Equipment Problem; Flight Crew Regained Aircraft Control; General Flight Cancelled / Delayed,Aircraft; Human Factors,Aircraft,An instructor pilot reported the aircraft's right brake stuck while taxiing resulting in a runway excursion. No damage to airport; aircraft or people.
1841904,202109,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,2,Part 91,,Training,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 72; Flight Crew Total 357; Flight Crew Type 70,,Troubleshooting,,,1841904,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,C150 instructor pilot reported an inoperative nose wheel steering led to a runway excursion at a non-towered airport with no damage or injuries.
1843917,202110,1801-2400,ZZZ.ARTCC,US,250,,,2500,,VMC,,,Night,,,,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 203; Flight Crew Total 875; Flight Crew Type 350,,Situational Awareness; Troubleshooting,,,1843917,,,,,,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed; General Maintenance Action,Human Factors; Aircraft; Procedure,Aircraft,Flight Instructor reported returning to home airport with NAV lights and ADS-B off after an alternator failure.
1845405,202110,0601-1200,ZZZ.Airport,US,090,14,,7500,,VMC,10,,Daylight,22000,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Cruise,,Class D ZZZ; Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 40; Flight Crew Total 1200; Flight Crew Type 400,,Troubleshooting,,,1845405,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Air Traffic Control Separated Traffic; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem; Flight Crew Landed As Precaution; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed,Weather; Aircraft,Aircraft,C172 Flight Instructor reported engine power loss and returned to the departure airport and made a successful landing.
1845408,202109,0601-1200,ZZZ.Tower,US,130,10,,7500,,VMC,,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Trainee,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 170; Flight Crew Total 859; Flight Crew Type 620,,Troubleshooting,,,1845408,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,Pilot reported an off airport landing after engine power loss precluded an airport landing.
1845512,202110,1201-1800,ZZZ.Airport,US,,,,,,VMC,10,,Daylight,4000,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 22; Flight Crew Total 253; Flight Crew Type 18,,Human-Machine Interface,,,1845512,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,,,General Evacuated,Human Factors; Aircraft; Environment - Non Weather Related,Ambiguous,C-172 pilot reported departing the runway surface after landing due to suspected brake malfunction.
1845555,202110,0601-1200,ZZZ.Airport,US,315,6,,3500,,VMC,10,,Daylight,,,Tower ZZZ,,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 50; Flight Crew Total 220; Flight Crew Type 145,,Confusion; Time Pressure,,,1845555,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed,Aircraft; Human Factors,Aircraft,C-172 pilot reported experiencing a rough running engine while enroute and completed a precautionary landing at a private airport.
1845813,202110,,ZZZ.Airport,US,,0,200,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,2,Part 91,,Personal,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,Tower ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Final Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 3; Flight Crew Total 626,,,,,1845813,,,,,,,,,,,,Aircraft Equipment Problem Critical; Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Air Traffic Control Separated Traffic; Flight Crew Executed Go Around / Missed Approach; Flight Crew Took Evasive Action; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; General Maintenance Action,Aircraft,Aircraft,C182 pilot reported aborting the takeoff after engine power loss. The flight crew elected to land on the remaining runway; doing so successfully.
1846053,202110,,ZZZ.Tower,US,,,,4500,,VMC,,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder Control System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 150; Flight Crew Total 1250; Flight Crew Type 1250,,,,,1846053,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,Pilot reported rudder remained at full deflection right and elected to return to the departure airport. It was discovered by maintenance that the rudder spring required replacement.
1847279,202110,0601-1200,ZZZ.Airport,US,,5,2300,,,VMC,10,,Daylight,12000,,Tower ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,,Part 91,VFR,Personal,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 95.3; Flight Crew Total 119.5; Flight Crew Type 119.5,,,,,1847279,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Landing Without Clearance,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,C182 pilot reported electrical failure resulting in no flaps and having no radio communications.  The pilot was able to safely land and saw light signals after landing.
1847319,202110,1201-1800,ZZZ.Airport,US,260,11,,2200,,VMC,,,Daylight,,,,Personal,Cessna 140,,2,Part 91,,Personal,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Carburetor Heat Control,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 75; Flight Crew Total 300; Flight Crew Type 180,,Troubleshooting; Time Pressure; Human-Machine Interface,,,1847319,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Human Factors,Aircraft,C140 pilot reported the engine lost power while applying full throttle for a climb and could not be restarted. Pilot conducted a safe off-airport landing. Post-flight; it was determined that carburetor ice was the likely cause of power loss.
1851855,202110,0601-1200,ZZZ.TRACON,US,,3,,1200,,,,,Daylight,,,TRACON ZZZ,,Cessna 152,,,Other 61,VFR,Training,,Landing,Visual Approach,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Total 115.8,,Communication Breakdown; Situational Awareness; Troubleshooting,Party1 Flight Crew; Party2 ATC,,1851855,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors,Aircraft,C152 pilot reported total loss of communications and elected to divert to a precautionary landing.
1852403,202111,1201-1800,ZZZ.Airport,US,,349,,7000,,VMC,10,,,CLR,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,IFR,Personal,,Cruise,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 72; Flight Crew Total 750; Flight Crew Type 600,,Troubleshooting; Communication Breakdown; Time Pressure; Workload,Party1 Flight Crew; Party2 ATC,,1852403,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,Cessna 150 single pilot reported an alternator failure during cruise causing multiple electrical issues. Pilot requested priority handling and executed a mechanical diversion to a safe landing.
1852417,202111,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Dawn,10000,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Training,,Initial Climb; Takeoff / Launch,Vectors,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 16; Flight Crew Total 166; Flight Crew Type 97,,Time Pressure; Troubleshooting; Workload,,,1852417,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed,Aircraft,Aircraft,Cessna 172 pilot reported a loss of pitch control during takeoff. Unable to control strong pitch up tendency to establish a stabilized climb; the pilot notified ATC of an immediate landing and completed a safe landing on remaining runway.
1852636,202111,1201-1800,ZZZ.Airport,US,020,4.5,,1300,,VMC,10,,Daylight,,,CTAF ZZZ1,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Personal,,Descent,Visual Approach; Direct; Vectors,Class G ZZZ2,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Air Traffic Control Fully Certified; Flight Crew Glider; Flight Crew Private,Air Traffic Control Radar 20; Air Traffic Control Supervisory 15; Flight Crew Last 90 Days 60; Flight Crew Total 1135; Flight Crew Type 55,,,,,1852636,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,Pilot flying C-182 aircraft reported an electrical burning odor during descent to landing. After landing inspection revealed electrical burn marks around hot terminal of alternator.
